npi,provider_name,entity_type,taxonomy_description,city,state
1730804972,AFFIRMED WELLNESS LLC,NPI-2,Community/Behavioral Health,TEMPE,AZ
1740209881,NORTH SUFFOLK COMMUNITY SERVICES INC.,NPI-2,Clinic/Center,EAST BOSTON,MA
1740221621,LIBERTY DIALYSIS - HAWAII LLC,NPI-2,Clinic/Center  End-Stage Renal Disease (ESRD) Treatment,HONOLULU,HI
1740288505,UVALDE COUNTY HOSPITAL AUTHORITY,NPI-2,General Acute Care Hospital  Critical Access,UVALDE,TX
1740316561,PYRA MED HEALTH SERVICES  LLC,NPI-2,Home Health,SAN ANTONIO,TX
1740339381,SYSTEMS UNLIMITED  INC.,NPI-2,Day Training  Developmentally Disabled Services,IOWA CITY,IA
1740376292,NEW MEXICO CONSUMER DIRECT PERSONAL CARE  LLC,NPI-2,Home Health,ALBUQUERQUE,NM
1740554229,GREATER ROCHESTER HEALTH HOME NETWORK  LLC,NPI-2,Case Management,ROCHESTER,NY
1740586205,BALTIMORE CITY SCHOOLS,NPI-2,Local Education Agency (LEA),BALTIMORE,MD
1740604453,ORANGEBURG CO. DSN BOARD,NPI-2,Public Health or Welfare,ORANGEBURG,SC
1740663483,REAL CARE  INC.,NPI-2,Community Based Residential Treatment Facility  Intellectual and/or Developmental Disabilities,WHEAT RIDGE,CO
1740845940,FLORENCE COUNTY DISABILITIES AND SPECIAL NEEDS BOARD,NPI-2,Early Intervention Provider Agency,FLORENCE,SC
1750053948,SRH CHN LEAD HEALTH HOME LLC,NPI-2,Case Management,PEEKSKILL,NY
1750304044,KEYSTONE CONTINUUM  LLC,NPI-2,Psychiatric Residential Treatment Facility,MOUNTAIN CITY,TN
1750354528,CENTRAL PIERCE FIRE & RESCUE,NPI-2,Ambulance  Land Transport,TACOMA,WA
1750354619,REGIONCARE INC.,NPI-2,Home Health,GARDEN CITY,NY
1750408514,COUNTY OF PLACER,NPI-2,Community/Behavioral Health,AUBURN,CA
1750421921,VOLUNTEERS OF AMERICA TEXAS  INC.,NPI-2,Intermediate Care Facility  Intellectual Disabilities,EULESS,TX
1750425955,BEST NURSING CARE  INC.,NPI-2,Home Health,GROVEPORT,OH
1750459772,RESIDENTIAL OPPORTUNITIES  INC.,NPI-2,Residential Treatment Facility  Intellectual and/or Developmental Disabilities,KALAMAZOO,MI
1750477766,NEW ENGLAND HOME HEALTH SERVICES  INC.,NPI-2,Home Health,LEXINGTON,MA
1750542585,HBA MANAGEMENT INC,NPI-2,Clinic/Center  Medically Fragile Infants and Children Day Care,MARLTON,NJ
1750596268,COMMUNITY SCHOOL OF CLEBURNE COUNTY,NPI-2,Day Training  Developmentally Disabled Services,HEBER SPRINGS,AR
1750697801,CROSS COUNTRY STAFFING  INC.,NPI-2,In Home Supportive Care,HIALEAH,FL
1750802401,HDA NY LLC,NPI-2,Home Health,BROOKLYN,NY
1750829362,MARYLAND MEDICAL DAY SERVICES  LLC,NPI-2,Clinic/Center  Adult Day Care,BALTIMORE,MD
1750962049,JARHER INCORPORATED,NPI-2,Clinic/Center  Adult Day Care,ROCKVILLE,MD
1750969168,UPPER MATTAPONI INDIAN TRIBE,NPI-2,Family Medicine,AYLETT,VA
1750987053,TOTAL LONGTERM CARE  INC.,NPI-2,PACE Provider Organization,AURORA,CO
1760056022,CONFEDERATED TRIBES OF THE COLVILLE RESERVATION,NPI-2,Substance Abuse Rehabilitation Facility,KELLER,WA
1760480503,PHOENIX CHILDREN'S HOSPITAL,NPI-2,General Acute Care Hospital  Children,PHOENIX,AZ
1760568877,CAREY COUNSELING CENTER  INC.,NPI-2,Counselor  Mental Health,PARIS,TN
1760590962,FLORIDA CANCER SPECIALISTS & RESEARCH INSTITUTE  LLC,NPI-2,Internal Medicine  Medical Oncology,CAPE CORAL,FL
1760721393,RAYIM OF HUDSON VALLEY  INC.,NPI-2,Early Intervention Provider Agency,MONROE,NY
1760735260,INDEPENDENT COMMUNITY LIVING,NPI-2,Home Health,SANFORD,MI
1760927123,ADVANCE COMMUNITY SERVICES CORP,NPI-2,Speech-Language Pathologist   ,MIAMI,FL
1770022691,A & J STAFFING  INC,NPI-2,Home Health,BROOKLYN,NY
1770513145,AMERICARE CERTIFIED SPECIAL SERVICES  INC.,NPI-2,Home Health,BROOKLYN,NY
1770538001,COUNTY OF FRESNO,NPI-2,Clinic/Center  Mental Health (Including Community Mental Health Center),FRESNO,CA
1770538068,CNS HEALTHCARE,NPI-2,Psychiatry & Neurology  Psychiatry,NOVI,MI
1770573586,MCALLEN HOSPITALS L P,NPI-2,General Acute Care Hospital,EDINBURG,TX
1770669038,MJHS HOSPICE AND PALLIATIVE CARE INC.,NPI-2,Hospice Care  Community Based,NEW YORK,NY
1770696643,HARTFORD HOSPITAL,NPI-2,General Acute Care Hospital,HARTFORD,CT
1770700221,HOWARD CENTER INC,NPI-2,Day Training  Developmentally Disabled Services,BURLINGTON,VT
1770795536,MISSISSIPPI DEPARTMENT OF REHABILITAION SVS,NPI-2,Case Management,JACKSON,MS
1770954281,SPORTS AND PAIN INTERVENTIONS PSC,NPI-2,Clinic/Center  Pain,HORMIGUEROS,PR
1770972853,PEDIATRIC SERVICES OF AMERICA  LLC,NPI-2,Home Health,PLYMOUTH,MA
1780045542,NV ST DV MH DS DESERT DEV CENTER,NPI-2,Respite Care  Respite Care  Intellectual and/or Developmental Disabilities  Child,LAS VEGAS,NV
1780286781,PREMIER HEALTHCARE SERVICES  LLC,NPI-2,In Home Supportive Care,GRAND JUNCTION,CO
1780630608,RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,NPI-2,General Acute Care Hospital,CHARLOTTESVILLE,VA
1780639971,DHHS  PHS  NAIHS  SHIPROCK HOSPITAL,NPI-2,General Acute Care Hospital,SHIPROCK,NM
1780708263,NORTHWESTERN COUNSELING & SUPPORT SERVICES,NPI-2,Community/Behavioral Health,SAINT ALBANS,VT
1780711291,AUTISM SERVICE CENTER,NPI-2,Clinic/Center  Developmental Disabilities,HUNTINGTON,WV
1780721878,WILCARE DALLAS  INC.,NPI-2,Technician  Personal Care Attendant,ARLINGTON,TX
1780791467,RIVERSIDE COMMUNITY CARE  INC.,NPI-2,Community/Behavioral Health,NORWOOD,MA
1780801837,HANDICAP FACILITIES OF ST CHARLES COUNTY,NPI-2,Case Management,ST PETERS,MO
1780816991,NAE EDISON LLC,NPI-2,Home Health,BROOKLYN,NY
1780830034,MERAKEY PENNSYLVANIA,NPI-2,Community/Behavioral Health,MOUNT POCONO,PA
1780913392,EDWARDS HEALTH CARE SERVICES  INC.,NPI-2,Durable Medical Equipment & Medical Supplies,MOREHEAD CITY,NC
1790129757,KIDSPLACE LEARNING CENTER DBA KIDSPOT,NPI-2,Speech-Language Pathologist   ,JONESBORO,AR
1790177582,ALTAMED HEALTH SERVICES CORP,NPI-2,Clinic/Center  Federally Qualified Health Center (FQHC),HUNTINGTON PARK,CA
1790242055,TRI-STATE ADDICTION RECOVERY RESOURCES,NPI-2,Community/Behavioral Health,HUNTINGTON,WV
1790348670,BURTON CENTER,NPI-2,Community Based Residential Treatment Facility  Intellectual and/or Developmental Disabilities,GREENWOOD,SC
1790386746,MVML  INC.,NPI-2,Clinical Medical Laboratory,ORANGE,CA
1790411825,TRUE ANSWER COMMUNITY WELLNESS LLC,NPI-2,Community/Behavioral Health,GLENDALE,AZ
1790432979,THINKING LEARNING TOGETHER 2 LLC,NPI-2,Clinical Nurse Specialist  Psych/Mental Health,PHOENIX,AZ
1790717650,BRIGHAM & WOMENS HOSPITAL  INC.,NPI-2,General Acute Care Hospital,BOSTON,MA
1790730281,COMMUNITY CLINIC  INC.,NPI-2,Clinic/Center  Federally Qualified Health Center (FQHC),TAKOMA PARK,MD
1790778660,COLUSA INDIAN COMMUNITY COUNCIL,NPI-2,Clinic/Center  Federally Qualified Health Center (FQHC),COLUSA,CA
1790826600,STILLAGUAMISH TRIBE OF INDIANS,NPI-2,Clinic/Center  Rehabilitation  Substance Use Disorder,ARLINGTON,WA
1790835296,BEACON SPECIALIZED LIVING SERVICES  INC.,NPI-2,Residential Treatment Facility  Intellectual and/or Developmental Disabilities,BANGOR,MI
1790908002,DEPARTMENT OF DEVELOPMENTAL SERVICES,NPI-2,Case Management,HOLYOKE,MA
1790994952,STELLA ORTON HOME CARE AGENCY  INC.,NPI-2,Home Health,STATEN ISLAND,NY
1801027404,CONSUMER DIRECTED SERVICES IN TEXAS  INC.,NPI-2,Supports Brokerage,SAN ANTONIO,TX
1801060363,HOME FAMILY CARE  INC,NPI-2,Home Health,BROOKLYN,NY
1801131289,RES-CARE NEW JERSEY  INC.,NPI-2,Day Training  Developmentally Disabled Services,MOUNT LAUREL,NJ
1801138698,YEHOWA MEDICAL SERVICES,NPI-2,Clinic/Center  Federally Qualified Health Center (FQHC),SOUTH GATE,CA
1801332861,ALWAYS BEST CARE OF DELAWARE,NPI-2,Home Health,WILMINGTON,DE
1801356787,BM BEHAVIORAL CENTER  LLC,NPI-2,Home Health,SAN PABLO,CA
1801463823,USRC KAPAHULU  LLC,NPI-2,Clinic/Center  End-Stage Renal Disease (ESRD) Treatment,HONOLULU,HI
1801496054,RYSE THERAPEUTIC COUNSELING LLC,NPI-2,Counselor  Mental Health,MESA,AZ
1801569728,ADVENTIST HEALTH SYSTEM-SUNBELT  INC,NPI-2,Clinical Medical Laboratory,ORLANDO,FL
1801803903,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,NPI-2,General Acute Care Hospital,JAMAICA,NY
1801847066,SAMARITAN PACIFIC HEALTH SERVICES  INC,NPI-2,General Acute Care Hospital  Critical Access,NEWPORT,OR
1801878350,UNITED HEALTH CENTERS OF THE SJV,NPI-2,Clinic/Center  Federally Qualified Health Center (FQHC),PARLIER,CA
1801883707,NEWTOWN DIALYSIS CENTER  INC,NPI-2,Clinic/Center  End-Stage Renal Disease (ESRD) Treatment,ELMHURST,NY
1801922620,LAKE CUMBERLAND REG MHMR BOARD  INC.,NPI-2,Community/Behavioral Health,SOMERSET,KY
1801954474,ERIC LUND,NPI-1,Psychologist  Clinical,GREEN BAY,WI
1811017155,CHILDRENS HOME SOCIETY OF SOUTH DAKOTA,NPI-2,Residential Treatment Facility  Emotionally Disturbed Children,SIOUX FALLS,SD
1811018898,PYRAMID HEALTHCARE,NPI-2,Substance Abuse Rehabilitation Facility,BELLEVILLE,PA
1811024367,GREATER LYNN SENIOR SERVICES INC,NPI-2,Case Management,LYNN,MA
1811073059,INTENSIVE TREATMENT SYSTEMS LLC,NPI-2,Community/Behavioral Health,PHOENIX,AZ
1811130685,SPURWINK SERVICES,NPI-2,Community Based Residential Treatment Facility  Intellectual and/or Developmental Disabilities,LIMERICK,ME
1811178825,THE LAKES COMMUNITY HEALTH CENTER  INC,NPI-2,Clinic/Center  Federally Qualified Health Center (FQHC),IRON RIVER,WI
1811253602,TRI VALLEY CARE  INC,NPI-2,Community/Behavioral Health,HARAHAN,LA
1811301773,ADVANCED HOME CARE SERVICES  INC.,NPI-2,Home Health,BROOKLYN,NY
1811406135,TOWNSEND RECOVERY CENTER NEW ORLEANS  LLC,NPI-2,Substance Abuse Rehabilitation Facility,COVINGTON,LA
1811652381,US MEDICAL LABS INC,NPI-2,Clinical Medical Laboratory,LOMBARD,IL
1811973100,OCHSNER CLINIC FOUNDATION,NPI-2,General Acute Care Hospital,NEW ORLEANS,LA
1811983752,FLORIDA EMERGENCY PHYSICIANS KANG AND ASSOCIATES MD LLC,NPI-2,Emergency Medicine  Emergency Medical Services,ORLANDO,FL
1821032913,NEW VISTA OF THE BLUEGRASS INC,NPI-2,Clinic/Center  Mental Health (Including Community Mental Health Center),VERSAILLES,KY
1821170044,SOUTH COUNTY COMMUNITY HEALTH CENTER INC,NPI-2,Clinic/Center  Primary Care,EAST PALO ALTO,CA
1821201278,TANANA CHIEFS CONFERENCE,NPI-2,Clinic/Center  Multi-Specialty,FAIRBANKS,AK
1821206228,WEST VIRGINIA'S CHOICE,NPI-2,Home Health,MORGANTOWN,WV
1821210402,CROWN HEIGHTS MEDICAL  P.C.,NPI-2,Clinic/Center  Multi-Specialty,MONSEY,NY
1821275801,THE ROYAL CARE INC,NPI-2,Home Health,BROOKLYN,NY
1821323940,THE FOGARTY CENTER,NPI-2,In Home Supportive Care,BARRINGTON,RI
1821341298,COUNTY OF SANTA CLARA,NPI-2,Clinic/Center  Emergency Care,SAN JOSE,CA
1821482860,SPECIALITY SCREENING LLC,NPI-2,Clinical Medical Laboratory,WAUWATOSA,WI
1821502139,IQ BUSINESS CONNECTION,NPI-2,Taxi,SAN JOSE,CA
1821722778,MIREILLE WELLNESS CLINIC,NPI-2,Clinic/Center  Mental Health (Including Community Mental Health Center),PHOENIX,AZ
1831149624,ULTIMATE HOME HEALTHCARE SERVICES  INC.,NPI-2,Home Health,REYNOLDSBURG,OH
1831236009,DEVELOPMENTAL DISABILITIES CENTER,NPI-2,Day Training  Developmentally Disabled Services,LAFAYETTE,CO
1831265115,CLINICAL & SUPPORT OPTIONS  INC,NPI-2,Community/Behavioral Health,GREENFIELD,MA
1831278688,ALL VALLEY HOME HEALTH CARE & NURSING INC,NPI-2,Home Health,PHOENIX,AZ
1831300946,SANTA BARBARA COUNTY DEPARTMENT OF BEHAVIORAL WELLNESS,NPI-2,Psychiatric Unit,SANTA BARBARA,CA
1831361773,ALABAMA DEPARTMENT OF YOUTH SERVICES,NPI-2,Community/Behavioral Health,MOUNT MEIGS,AL
1831377407,VERTEX LLC,NPI-2,Clinic/Center  Rehabilitation  Substance Use Disorder,BRONX,NY
1831449370,CLARK COUNTY DEPARTMENT OF FAMILY SERVICES,NPI-2,Case Management,LAS VEGAS,NV
1831461847,MONTEFIORE MEDICAL CENTER,NPI-2,Case Management,YONKERS,NY
1841416716,FRANK C. STEUDLEIN LEARNING CENTER,NPI-2,Day Training  Developmentally Disabled Services,WEST MEMPHIS,AR
1841498060,TERROS  INC.,NPI-2,Community/Behavioral Health,PHOENIX,AZ
1841761228,KIDSPOT PLUS,NPI-2,Speech-Language Pathologist   ,BLYTHEVILLE,AR
1841813722,CREATIVE CHANGE COUNSELING,NPI-2,Clinic/Center  Adolescent and Children Mental Health,LUMBERTON,NJ
1841867686,BUILDING RESILIENCE AZ,NPI-2,Community/Behavioral Health,GILBERT,AZ
1841868510,CONEXIO CARE  INC.,NPI-2,Psychologist  Intellectual & Developmental Disabilities,CLAYMONT,DE
1851179873,NATIONWIDE CHILDREN'S HOSPITAL,NPI-2,Clinic/Center  Multi-Specialty,COLUMBUS,OH
1851332894,LIBERTY DIALYSIS - HAWAII LLC,NPI-2,Clinic/Center  End-Stage Renal Disease (ESRD) Treatment,HILO,HI
1851396576,DESERT VALLEY HOSPITAL  LLC,NPI-2,General Acute Care Hospital,VICTORVILLE,CA
1851417547,KAISER FOUNDATION HOSPITALS,NPI-2,General Acute Care Hospital,ANTIOCH,CA
1851422661,COMMONWEALTH OF MASS-DDS,NPI-2,Case Management,SOMERVILLE,MA
1851479711,CRF FIRST CHOICE  INC.,NPI-2,Community Based Residential Treatment Facility  Intellectual and/or Developmental Disabilities,CONNERSVILLE,IN
1851483325,MEDICAL EXPRESS DEPOT  INC.,NPI-2,Durable Medical Equipment & Medical Supplies,PITTSBURGH,PA
1851484505,WAYSIDE YOUTH AND FAMILY SUPPORT NETWORK,NPI-2,Counselor  Mental Health,FRAMINGHAM,MA
1851603286,MJ GENERAL  LLC,NPI-2,Clinic/Center  Developmental Disabilities,WASHINGTON,DC
1851726731,INFINITY DIAGNOSTICS LABORATORY  INC,NPI-2,Clinical Medical Laboratory,TETERBORO,NJ
1851992127,PREDICINE  INC.,NPI-2,Clinical Medical Laboratory,HAYWARD,CA
1861106478,BROADWAY GROUP HOME LLC,NPI-2,Community Based Residential Treatment Facility  Intellectual and/or Developmental Disabilities,NORTH BRUNSWICK,NJ
1861414781,BOSWELL REGIONAL CENTER,NPI-2,Community Based Residential Treatment Facility  Intellectual and/or Developmental Disabilities,MAGEE,MS
1861506560,CHILDREN'S HOSPITAL MEDICAL CENTER OF AKRON,NPI-2,General Acute Care Hospital  Children,AKRON,OH
1861520272,ACCESS2CARE LLC,NPI-2,Transportation Broker,LAKE ST LOUIS,MO
1861717001,ADDUS HEALTHCARE INC,NPI-2,In Home Supportive Care,CHICAGO,IL
1861770141,ADVANCED HUMAN SERVICES INC,NPI-2,Case Management,FOREST HILLS,NY
1861987083,ELITE DIAGNOSTICS INC,NPI-2,Clinical Medical Laboratory,SAINT LOUIS,MO
1871198952,TEAMSELECT HOME CARE OF COLORADO  LLC,NPI-2,Home Health,PUEBLO,CO
1871358663,WV BIRTH TO THREE,NPI-2,Early Intervention Provider Agency,CHARLESTON,WV
1871538108,QUEST  INC.,NPI-2,Residential Treatment Facility  Intellectual and/or Developmental Disabilities,LIVONIA,MI
1871540237,VARIETY CHILDREN'S HOSPITAL,NPI-2,General Acute Care Hospital  Children,MIAMI,FL
1871542340,HORIZON BEHAVIORAL HEALTH,NPI-2,Community/Behavioral Health,LYNCHBURG,VA
1871713495,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,NPI-2,General Acute Care Hospital,HARTFORD,CT
1871821710,PLATINUM HOME HEALTH CARE INC.,NPI-2,Home Health,BROOKLYN,NY
1871959684,5280 HOME CARE AND ATTENDANT SERVICES  INC,NPI-2,In Home Supportive Care,AURORA,CO
1881005387,MCT  INC.,NPI-2,Clinic/Center  Developmental Disabilities,LITTLE ROCK,AR
1881024172,OMNI COMMUNITY HEALTH  INC.,NPI-2,Community/Behavioral Health,KNOXVILLE,TN
1881034437,THE CHARLES LEA CENTER INC.,NPI-2,In Home Supportive Care,SPARTANBURG,SC
1881061695,INTEGRATED HOME CARE SERVICES  INC.,NPI-2,Case Management,MIRAMAR,FL
1881256352,SUNRISE TRANSPORTATION LLC,NPI-2,Non-emergency Medical Transport (VAN),TEMPE,AZ
1881309367,COMMUNITY HOPE WELLNESS CENTER,NPI-2,Community/Behavioral Health,MESA,AZ
1881320711,QUINAULT INDIAN NATION,NPI-2,Clinic/Center  Rehabilitation  Substance Use Disorder,ABERDEEN,WA
1881332187,THINKING LEARNING TOGETHER 2 LLC,NPI-2,Community/Behavioral Health,PHOENIX,AZ
1881622892,COMMUNITY MENTAL HEALTH FOR CENTRAL MICHIGAN,NPI-2,Psychiatry & Neurology  Psychiatry,MT PLEASANT,MI
1881697381,LAKE COUNTY TRIBAL HEALTH CONSORTIUM INC.,NPI-2,Clinic/Center  Federally Qualified Health Center (FQHC),LAKEPORT,CA
1881782019,CENTRAL WEST VIRGINIA AGING SERVICES INC (HMKR),NPI-2,Home Health,BUCKHANNON,WV
1881789014,NEIGHBORHOOD HEALTH CENTER OF WNY  INC.,NPI-2,Obstetrics & Gynecology,BUFFALO,NY
1881789691,RGRPS  INC.,NPI-2,Contractor,FARMINGTON HILLS,MI
1881833259,ANDVENTURE  LLC,NPI-2,Home Health,SPRINGFIELD,MA
1881890606,MOUNTAIN COMPREHENSIVE CARE CENTER,NPI-2,Case Management,PRESTONSBURG,KY
1881935419,WEST CENTRAL INTERPRETING SERVICES  LLC.,NPI-2,Interpreter,WILLMAR,MN
1891102497,RECOVER TOGETHER  INC.,NPI-2,Clinic/Center  Adult Mental Health,GREENFIELD,IN
1891182473,WESTERN REGION RECOVERY & WELLNESS CONSORTIA,NPI-2,Community/Behavioral Health,CHIPPEWA FALLS,WI
1891237012,PLACES FOR PEOPLE  INC,NPI-2,Community/Behavioral Health,SAINT LOUIS,MO
1891293056,LINX COMMUNITY SERVICE  LLC,NPI-2,Community Based Residential Treatment Facility  Intellectual and/or Developmental Disabilities,WILLIAMSTOWN,WV
1891341822,BAYMARK HEALTH SERVICES OF LOUISIANA  INC.,NPI-2,Clinic/Center  Rehabilitation  Substance Use Disorder,HAMMOND,LA
1891389946,ADVANCED HHS LLC,NPI-2,Home Health,DARBY,PA
1891728697,AEROFLOW INC,NPI-2,Durable Medical Equipment & Medical Supplies,ARDEN,NC
1891765178,COOK CHILDREN'S MEDICAL CENTER,NPI-2,General Acute Care Hospital  Children,FORT WORTH,TX
1891832234,COMMUNICARE INC,NPI-2,Community/Behavioral Health,ELIZABETHTOWN,KY
1891909941,SIPARADIGM LLC,NPI-2,Clinical Medical Laboratory,PINE BROOK,NJ
1902023526,CUMBERLAND RIVER BEHAVIORAL HEALTH  INC,NPI-2,Community/Behavioral Health,CORBIN,KY
1902081680,WARD & WARD ASSOCIATION  INC.,NPI-2,Community Based Residential Treatment Facility  Intellectual and/or Developmental Disabilities,WASHINGTON,DC
1902087927,CAROMONT MEDICAL GROUP INC,NPI-2,Pediatrics,BELMONT,NC
1902805245,ALBERT EINSTEIN MEDICAL CENTER,NPI-2,General Acute Care Hospital,PHILA,PA
1902811342,NEW YORK PSYCHOTHERAPY AND COUNSELING CENTER,NPI-2,Community/Behavioral Health,JAMAICA,NY
1902835663,BAYADA HOME HEALTH CARE  INC.,NPI-2,Home Health,JERSEY CITY,NJ
1902865389,BAPTIST HEALTHCARE SYSTEM  INC,NPI-2,General Acute Care Hospital,CORBIN,KY
1902865801,COMPREHENSIVE NURSING SERVICES  INC,NPI-2,Home Health,NOTTINGHAM,MD
1902931314,MADISON HAYWOOD COUNTY DEVELOPMENTAL SERVICES  INC,NPI-2,Day Training  Developmentally Disabled Services,JACKSON,TN
1902968266,REM IOWA COMMUNITY SERVICES  INC.,NPI-2,Community Based Residential Treatment Facility  Intellectual and/or Developmental Disabilities,HIAWATHA,IA
1902999022,SATE OF ALABAMA DEPT OF FINANCE,NPI-2,Public Health or Welfare,MONTGOMERY,AL
1912041922,COUNTY OF SANTA CLARA,NPI-2,Clinic/Center  Methadone Clinic,SAN JOSE,CA
1912055732,PEDIATRIC SERVICES OF AMERICA  LLC,NPI-2,Nursing Care,WORCESTER,MA
1912092792,ADVENTIST HEALTH CLEARLAKE HOSPITAL INC.,NPI-2,Clinic/Center  Rural Health,PARADISE,CA
1912383183,PMDCA  LLC,NPI-2,Clinical Medical Laboratory,LAGUNA HILLS,CA
1912456138,LET'S START WITH PLAY LLC,NPI-2,Early Intervention Provider Agency,FRESH MEADOWS,NY
1912479452,MIRACLE KIDS SUCCESS ACADEMY NORTH,NPI-2,Clinic/Center  Rehabilitation,JONESBORO,AR
1912911215,HARCART HEALTH HOLDINGS  LLC,NPI-2,Emergency Medicine,ROCKVILLE,MD
1912914821,SEVENTH-DAY ADVENTISTS LOMA LINDA UNIVERSITY MEDICAL CENTER,NPI-2,General Acute Care Hospital,LOMA LINDA,CA
1912926692,SAN MATEO COUNTY,NPI-2,Community/Behavioral Health,REDWOOD CITY,CA
1912939703,CHILDREN'S HOSPITAL,NPI-2,General Acute Care Hospital  Children,WASHINGTON,DC
1912947748,GENESIS REHABILITATION HOSPITAL  INC.,NPI-2,Rehabilitation Hospital,JACKSONVILLE,FL
1922026996,WASHINGTON COUNTY MENTAL HEALTH SERVICES  INC.,NPI-2,Community/Behavioral Health,BERLIN,VT
1922093533,COUNTY OF SANTA CLARA,NPI-2,Clinic/Center  Federally Qualified Health Center (FQHC),GILROY,CA
1922141167,MALVERN INSTITUTE FOR PSYCHIATRIC AND ALCOHOLIC STUDIES  INC.,NPI-2,Special Hospital,MALVERN,PA
1922157403,FIRST STEP  INC.,NPI-2,Day Training  Developmentally Disabled Services,HOT SPRINGS,AR
1922164847,CGS FAMILY PARTNERSHIP INC.,NPI-2,Case Management,SEWELL,NJ
1922171289,COUNSELING SERVICE OF EDNY  INC.,NPI-2,Clinic/Center  Mental Health (Including Community Mental Health Center),BROOKLYN,NY
1922210657,BESTSELF BEHAVIORAL HEALTH  INC.,NPI-2,Clinic/Center  Mental Health (Including Community Mental Health Center),BUFFALO,NY
1922249846,VOLUNTEERS OF AMERICA NORTHERN NEW ENGLAND,NPI-2,Community Based Residential Treatment Facility  Mental Illness,BRUNSWICK,ME
1922477975,NATHAN O OGBATUE,NPI-2,Home Health,RIVERSIDE,CA
1922485952,SAN JOSE FOOTHILL FAMILY COMMUNITY CLINIC  INC,NPI-2,Clinic/Center  Federally Qualified Health Center (FQHC),SAN JOSE,CA
1922565506,LIFESCAN LABS OF ILLINOIS  LLC,NPI-2,Clinical Medical Laboratory,SKOKIE,IL
1922627876,ROCKY MOUNTAIN HUMAN SERVICES,NPI-2,Case Management,DENVER,CO
1922733641,COMMUNITY HOPE WELLNESS CENTER LLC,NPI-2,Community/Behavioral Health,PHOENIX,AZ
1932106010,PERSONAL TOUCH HOME CARE OF NEW YORK  INC,NPI-2,Home Health,LONG ISLAND CITY,NY
1932140811,LIBERTY DIALYSIS - HAWAII LLC,NPI-2,Clinic/Center  End-Stage Renal Disease (ESRD) Treatment,WAILUKU,HI
1932145778,QUEST DIAGNOSTICS INCORPORATED,NPI-2,Clinical Medical Laboratory,CLIFTON,NJ
1932166980,VALLEY BEHAVIORAL HEALTH INCORPORATED,NPI-2,Psychiatry & Neurology  Psychiatry,SALT LAKE CITY,UT
1932167178,ADVANCED RADIOLOGY P A,NPI-2,Radiology  Diagnostic Radiology,OWINGS MILLS,MD
1932184322,LABORATORY CORPORATION OF AMERICA HOLDINGS,NPI-2,Clinical Medical Laboratory,DUBLIN,OH
1932253267,MILWAUKEE COUNTY DEPARTMENT ON AGING CARE MANAGEMENT ORGANIZATION,NPI-2,Health Maintenance Organization,MILWAUKEE,WI
1932271632,ELIOT COMMUNITY HUMAN SERVICES,NPI-2,Clinic/Center  Mental Health (Including Community Mental Health Center),LEXINGTON,MA
1932290210,FULTON DENTAL HEALTH ASSOC,NPI-2,Dentist  General Practice,FULTON,NY
1932313228,CAMBRIDGE PUBLIC HEALTH COMMISSION,NPI-2,General Acute Care Hospital,CAMBRIDGE,MA
1932363934,PREMIER EYE CARE OF FLORIDA LLC,NPI-2,Exclusive Provider Organization,CORAL GABLES,FL
1932434610,PROVIDENT HOME HEALTHCARE  LLC,NPI-2,Home Health,ST ANTHONY,MN
1932472107,NORTH SHORE UNIVERSITY HOSPITAL,NPI-2,Case Management,NEW HYDE PARK,NY
1932541729,PUBLIC PARTNERSHIPS LLC,NPI-2,Supports Brokerage,ALPHARETTA,GA
1932570595,THE ARC OF OAKLAND COUNTY  INC,NPI-2,Voluntary or Charitable,TROY,MI
1932588795,CIRCLE THE CITY,NPI-2,Clinic/Center  Federally Qualified Health Center (FQHC),PHOENIX,AZ
1932589140,ALLEGRO SCHOOL  INC.,NPI-2,Day Training  Developmentally Disabled Services,MORRIS PLAINS,NJ
1932640521,PENN 123 LLC,NPI-2,Substance Abuse Rehabilitation Facility,METAIRIE,LA
1932721834,ARION CARE SOLUTIONS  LLC,NPI-2,In Home Supportive Care,CHANDLER,AZ
1932749512,LIVING INNOVATIONS SUPPORT SERVICES  LLC,NPI-2,Day Training  Developmentally Disabled Services,DOVER,NH
1932788486,PUTTING U FIRST LLC,NPI-2,Clinic/Center  Mental Health (Including Community Mental Health Center),PHOENIX,AZ
1932849890,MAXCARE DIAGNOSTICS,NPI-2,Clinical Medical Laboratory,IRVING,TX
1932853918,ACCURATE MOBILE LAB SERVICES LLC,NPI-2,Clinical Medical Laboratory,HICKORY HILLS,IL
1932856051,BAHA LABORATORIES LLC,NPI-2,Clinical Medical Laboratory,CHICAGO,IL
1942256888,HOLZER HOSPITAL FOUNDATION,NPI-2,General Acute Care Hospital  Rural,GALLIPOLIS,OH
1942264940,RIVERBEND COMMUNITY MENTAL HEALTH  INC.,NPI-2,Clinic/Center  Mental Health (Including Community Mental Health Center),CONCORD,NH
1942304126,NEW RIVER VALLEY COMMUNITY SERVICES,NPI-2,Clinic/Center  Mental Health (Including Community Mental Health Center),BLACKSBURG,VA
1942339825,COMMONWEALTH OF MASSACHUSETTS,NPI-2,Case Management,HAVERHILL,MA
